Region,Asset Type,Site Name,Fuel Type,latitude,longitude
VIC1,Existing Plant,Oaklands Hill Wind Farm,Wind - Wind,-37.68160184,142.5522734
QLD1,Existing Plant,Oaky Creek,Fossil,-28.19,152.94
SA1,Existing Plant,Osborne,Fossil,-34.8,138.5
TAS1,Existing Plant,Paloona,Hydro - Water,-41.28284675,146.2487099
NSW1,Existing Plant,Parkes Shire Council STP,Solar - Solar,-33.16263573,148.193051
NSW1,Existing Plant,Parkes Shire Council WTP,Solar - Solar,-33.16247349,148.1949581
NSW1,Existing Plant,Parkes Solar Farm,Solar - Solar,-33.11371997,148.0762933
SA1,Existing Plant,Pelican Point,Fossil,-34.7647301,138.5051898
NSW1,Existing Plant,Penrith RSL Solar,Solar - Solar,-33.76,150.7
SA1,Existing Plant,Peterborough Solar Farm,Solar - Solar,-32.97866979,138.8158344
VIC1,Existing Plant,Philip Island BESS,Other - Other,-38.49658389,145.229421
NSW1,Existing Plant,Pindari,Hydro - Water,-29.38925801,151.2450481
QLD1,Existing Plant,Pioneer Sugar Mill,Renewable Biomass or Waste,-19.56,147.33
QLD1,Existing Plant,Plane Creek Mill,Renewable Biomass or Waste,-21.43,149.21
TAS1,Existing Plant,Poatina,Hydro - Water,-41.80602863,146.9254912
SA1,Existing Plant,Port Augusta Renewable Energy Park - Solar,Solar - Solar,-32.56236871,137.8634221
SA1,Existing Plant,Port Augusta Renewable Energy Park - Wind,Wind - Wind,-32.57813703,137.8625855
SA1,Existing Plant,Port Lincoln GT,Fossil,-34.70061465,135.8039208
SA1,Existing Plant,Port Stanvac 1,Fossil,-35.11024075,138.4915104
VIC1,Existing Plant,Portland Wind Farm,Wind - Wind,-38.37460527,141.378713
QLD1,Existing Plant,Proserpine,Renewable Biomass or Waste,-20.4,148.58
NSW1,Existing Plant,Proten - Farm 60,Solar - Solar,-33.84,151.21
VIC1,Existing Plant,Qenos Cogeneration Facility,Fossil,-37.85,144.81
SA1,Existing Plant,Quarantine,Fossil,-32.11,133.67
NSW1,Existing Plant,Queanbeyan BESS,Other - Other,-35.33934981,149.2160048
QLD1,Existing Plant,Racecourse Mill,Renewable Biomass or Waste,-21.16,149.14
SA1,Existing Plant,Redmud Green Energy 10,Solar - Solar,-34.18,140.78
TAS1,Existing Plant,Reece,Hydro - Water,-41.72450807,145.1347793
QLD1,Existing Plant,Reedy Creek,Renewable Biomass or Waste,-28.10872528,153.4176296
TAS1,Existing Plant,Remount Power Station,Renewable Biomass or Waste,-41.39729717,147.1486699
TAS1,Existing Plant,Repulse,Hydro - Water,-42.5001692,146.640184
NSW1,Existing Plant,Revesby Workers Club,Fossil,-33.95,151.01
VIC1,Existing Plant,REWASTE WOLLERT,Renewable Biomass or Waste,-37.61,144.98
NSW1,Existing Plant,Riverina Energy Storage System 1,Other - Other,-34.64646552,146.0346952
NSW1,Existing Plant,Riverina Energy Storage System 2,Other - Other,-34.64669844,146.0352676
QLD1,Existing Plant,Rochedale B,Renewable Biomass or Waste,-27.55605059,153.1235708
QLD1,Existing Plant,Rochedale Renewable Energy Facility,Renewable Biomass or Waste,-27.55530509,153.123236
QLD1,Existing Plant,Rocky Point Sugar Mill Cogeneration Plant,Renewable Biomass or Waste,-27.7347383,153.3274619
QLD1,Existing Plant,Roma,Fossil,-26.57713348,148.8402477
QLD1,Existing Plant,Ross River Solar Farm,Solar - Solar,-19.41451041,146.7205932
TAS1,Existing Plant,Rowallan,Hydro - Water,-41.72957526,146.2173147
NSW1,Existing Plant,Royalla Solar Farm,Solar - Solar,-35.48978639,149.1427618
VIC1,Existing Plant,Rubicon Mountain Streams,Hydro - Water,-37.32715567,145.8606089
QLD1,Existing Plant,Rugby Run Solar Farm,Solar - Solar,-22.14257185,147.9290066
NSW1,Existing Plant,Rye Park Wind Farm,Wind - Wind,-34.63333311,148.9535878
SA1,Existing Plant,SA Aquatic & Leasure Centre,Solar - Solar,-35.01,138.54
VIC1,Existing Plant,SALE HOSPITAL - SOLAR,Solar - Solar,-38.04,145.25
VIC1,Existing Plant,Salt Creek Wind Farm,Wind - Wind,-37.91874021,142.7960263
NSW1,Existing Plant,Sapphire Wind Farm,Wind - Wind,-29.69611376,151.4069604
VIC1,Existing Plant,SCS Shepparton,Solar - Solar,-36.37,145.42
SA1,Existing Plant,Seacliff Mini Hydro,Hydro - Water,-34.84,138.71
SA1,Existing Plant,Seaford Renewable Energy Facility,Renewable Biomass or Waste,-35.20227305,138.5021945
VIC1,Existing Plant,Shamic Sheetmetal,Solar - Solar,-37.82,145.29
VIC1,Existing Plant,Shepparton,Renewable Biomass or Waste,-36.38,145.41
VIC1,Existing Plant,Shepparton Wastewater Treatment Facility,Renewable Biomass or Waste,-36.38,145.4
NSW1,Existing Plant,Shoalhaven,Hydro - Water,-34.73390783,150.4672415
NSW1,Existing Plant,Silverton Wind Farm,Wind - Wind,-31.86094517,141.2963042
QLD1,Existing Plant,SIPS Staypylton Industrial Power Station,Solar - Solar,-27.74,153.23
NSW1,Existing Plant,Smithfield Energy Facility,Fossil,-33.84867571,150.9471752
SA1,Existing Plant,Snapper Point Power Station,Fossil,-34.76404446,138.5067027
SA1,Existing Plant,Snowtown S2 Wind Farm,Wind - Wind,-33.83047922,138.1185346
SA1,Existing Plant,Snowtown Wind Farm,Wind - Wind,-33.71267576,138.1331813
SA1,Existing Plant,Snuggery,Fossil,-37.6639172,140.4165728
QLD1,Existing Plant,Somerset Dam,Solar - Solar,-27.02,152.56
VIC1,Existing Plant,Somerton,Fossil,-37.63165796,144.9530284
QLD1,Existing Plant,South Johnstone Mill,Renewable Biomass or Waste,-17.6,145.99
NSW1,Existing Plant,South Keswick Solar Farm,Solar - Solar,-32.27236185,148.656168
QLD1,Existing Plant,Southbank Institute of Technology Unit 1 Plant,Fossil,-27.48036671,153.0208907
VIC1,Existing Plant,Springvale,Renewable Biomass or Waste,-37.95,145.15
NSW1,Existing Plant,St George Leagues Club,Fossil,-33.97487844,151.1294109
TAS1,Existing Plant,St Patrick's College Launceston,Solar - Solar,-41.47271297,147.1269153
QLD1,Existing Plant,St Ursula's College Yeppoon,Solar - Solar,-23.13103453,150.7435739
QLD1,Existing Plant,Stanwell,Fossil,-23.50784748,150.3206658
QLD1,Existing Plant,Stapylton Renewable Energy Facility,Renewable Biomass or Waste,-27.75,153.26
SA1,Existing Plant,Starfish Hill,Wind - Wind,-35.5777894,138.1297433
NSW1,Existing Plant,Stockland Development Wetherill Park,Solar - Solar,-33.86,150.9
VIC1,Existing Plant,Stockyard Hill Wind Farm,Wind - Wind,-37.55212928,143.3085761
NSW1,Existing Plant,Summerhill,Renewable Biomass or Waste,-32.88927823,151.6424468
QLD1,Existing Plant,Sun Metals Corporation Solar Farm,Solar - Solar,-19.33064131,146.8818772
NSW1,Existing Plant,Sunraysia Solar Farm,Solar - Solar,-34.79364568,143.5136651
QLD1,Existing Plant,Sunshine Coast Solar Farm,Solar - Solar,-26.56006598,153.0258085
NSW1,Existing Plant,Suntop Solar Farm,Solar - Solar,-32.57980465,148.8313343
QLD1,Existing Plant,Susan River Solar Farm,Solar - Solar,-25.42013222,152.7421925
VIC1,Existing Plant,Swan Hill Solar Farm 1 Unit 1,Solar - Solar,-35.34164606,143.5141528
VIC1,Existing Plant,Swan Hill Solar Farm 2 Unit 1,Solar - Solar,-35.34183932,143.5196352
QLD1,Existing Plant,Swanbank E GT,Fossil,-27.6553873,152.8183816
QLD1,Existing Plant,Swanbank JV,Renewable Biomass or Waste,-27.66,152.82
VIC1,Existing Plant,Symex,Fossil,-37.83,144.94
QLD1,Existing Plant,Tableland Mill,Other - Other,-17.11964699,145.3451632
NSW1,Existing Plant,Tahmoor,Fossil,-34.2491567,150.5795471
SA1,Existing Plant,Tailem Bend - Solar,Solar - Solar,-35.26572197,139.4800536
SA1,Existing Plant,Tailem Bend Battery Project,Other - Other,-35.27054931,139.4885589
SA1,Existing Plant,Tailem Bend Stage 2 Solar Project,Solar - Solar,-35.27606506,139.4899255
NSW1,Existing Plant,Tallawarra,Fossil,-34.52466429,150.8068029
NSW1,Existing Plant,Tallawarra B,Fossil,-34.52300301,150.8065099
TAS1,Existing Plant,Tamar Valley Combined Cycle,Fossil,-41.13993712,146.9059329
TAS1,Existing Plant,Tamar Valley Peaking,Fossil,-41.1407491,146.9055204
NSW1,Existing Plant,Taralga Wind Farm,Wind - Wind,-34.42308252,149.8284795
QLD1,Existing Plant,Tarong,Fossil,-26.78312065,151.916138
QLD1,Existing Plant,Tarong GT,Fossil,-26.78,151.91
QLD1,Existing Plant,Tarong North,Fossil,-26.77578314,151.913753
NSW1,Existing Plant,Taronga Western Plains Zoo,Solar - Solar,-32.27,148.59
TAS1,Existing Plant,Tarraleah,Hydro - Water,-42.30077856,146.4576287
SA1,Existing Plant,Tatiara Meats,Fossil,-36.30639842,140.7383821
VIC1,Existing Plant,Tatura Biomass Generator,Renewable Biomass or Waste,-36.44,145.23
SA1,Existing Plant,Terminal Storage Mini Hydro,Hydro - Water,-34.83925301,138.7130103
NSW1,Existing Plant,The Drop,Hydro - Water,-35.60399719,145.7837917
QLD1,Existing Plant,Ti Tree Bioenergy,Renewable Biomass or Waste,-27.6850761,152.6614677
VIC1,Existing Plant,Timboon West Wind Farm,Wind - Wind,-38.52907219,142.9159602
QLD1,Existing Plant,Todae Solar - DHP 1MW,Solar - Solar,-27.85103589,151.330405
VIC1,Existing Plant,Todae Solar – La Trobe University Bendigo,Solar - Solar,-36.78,144.3
VIC1,Existing Plant,Todae Solar – La Trobe University Wodonga,Solar - Solar,-36.11,146.85
VIC1,Existing Plant,Todae Solar - Nillumbik,Solar - Solar,-37.82,144.96
NSW1,Existing Plant,Todae Solar CSU,Solar - Solar,-35.05778943,147.350934
NSW1,Existing Plant,Todae Solar PE - Llandilo,Solar - Solar,-33.91,151.19
QLD1,Existing Plant,Todae Solar SV - Holy Spirit Northside,Solar - Solar,-27.39070665,153.0235903
NSW1,Existing Plant,Todae Solar SV - Mater Hospital,Solar - Solar,-33.88,151.18
QLD1,Existing Plant,Todae Solar SV - Mitchelton,Solar - Solar,-27.41,152.97
QLD1,Existing Plant,Todae Solar SV - Private Brisbane,Solar - Solar,-27.46,153.03
QLD1,Existing Plant,Todae Solar SV - Toowoomba,Solar - Solar,-27.55,151.95
QLD1,Existing Plant,Todae Solar SV Lourdes,Solar - Solar,-27.47,153.06
TAS1,Existing Plant,Tods Corner,Hydro - Water,-41.87,146.77
QLD1,Existing Plant,Tong Park - Agricultural Waste,Renewable Biomass or Waste,-27.2,153
VIC1,Existing Plant,Toora,Wind - Wind,-38.65341034,146.3397373
SA1,Existing Plant,Torrens Island B,Fossil,-34.80841301,138.5232171
SA1,Existing Plant,Torrens Island BESS,Other - Other,-34.80237728,138.5201113
NSW1,Existing Plant,Tower,Fossil,-34.22006452,150.7183037
QLD1,Existing Plant,Townsville Power Station.,Fossil,-19.20158,146.6183471
TAS1,Existing Plant,Trevallyn,Hydro - Water,-41.42249971,147.1117237
TAS1,Existing Plant,Tribute,Hydro - Water,-41.81606813,145.6497247
NSW1,Existing Plant,Tumut 3,Hydro - Water,-35.61120161,148.2917139
TAS1,Existing Plant,Tungatinah,Hydro - Water,-42.2967801,146.456684
VIC1,Existing Plant,University of Melbourne Archives Brunswick,Solar - Solar,-37.8,144.96
VIC1,Existing Plant,University of Melbourne McCoy Carlton,Solar - Solar,-37.8,144.97
VIC1,Existing Plant,University of Melbourne Performing Arts Centre Southbank,Solar - Solar,-37.82397876,144.9693474
VIC1,Existing Plant,University of Melbourne Peter Hall Parkville,Solar - Solar,-37.79808981,144.9636874
VIC1,Existing Plant,University of Melbourne Sports Centre Parkville,Solar - Solar,-37.79588877,144.9623926
VIC1,Existing Plant,University of Melbourne The Spot Carlton,Solar - Solar,-37.80109569,144.9588518
QLD1,Existing Plant,University of Southern Queensland Toowoomba,Solar - Solar,-27.60243232,151.9310239
NSW1,Existing Plant,Upper Tumut,Hydro - Water,-35.90996237,148.3865379
NSW1,Existing Plant,Uranquinty,Fossil,-35.17945712,147.2167561
NSW1,Existing Plant,Vales Point B,Fossil,-33.1617108,151.5410009
VIC1,Existing Plant,Valley Power,Fossil,-38.25316765,146.5895104
QLD1,Existing Plant,Victoria Mill,Renewable Biomass or Waste,-18.65,146.19
VIC1,Existing Plant,Victorian Big Battery,Other - Other,-38.03785096,144.2908341
QLD1,Existing Plant,Vulcan Yatala,Solar - Solar,-27.75,153.22
NSW1,Existing Plant,Wagga North Solar Farm,Solar - Solar,-35.06810097,147.4352355
NSW1,Existing Plant,Wallgrove Grid Battery project,Other - Other,-33.81396549,150.8308726
QLD1,Existing Plant,Wandoan South BESS,Other - Other,-26.26169289,149.766089
QLD1,Existing Plant,Wandoan South Solar Stage 1,Solar - Solar,-26.25726549,149.7756574
QLD1,Existing Plant,Wantirna Mini Hydro,Hydro - Water,-37.85140839,145.2271351
QLD1,Existing Plant,Warwick Solar Farm,Solar - Solar,-28.18414751,152.0715164
SA1,Existing Plant,Waterloo Wind Farm,Wind - Wind,-34.00161354,138.9107764
SA1,Existing Plant,Wattle Point,Wind - Wind,-35.1144462,137.7218572
VIC1,Existing Plant,Waubra,Wind - Wind,-37.39496265,143.6386252
NSW1,Existing Plant,Wellington Solar Farm,Solar - Solar,-32.51380499,148.9611779
VIC1,Existing Plant,Wemen Solar Farm,Solar - Solar,-34.79449428,142.537815
NSW1,Existing Plant,West Illawarra Leagues Club,Fossil,-34.45151597,150.842918
VIC1,Existing Plant,West Kiewa,Hydro - Water,-36.75992195,147.1854099
NSW1,Existing Plant,West Nowra Landfill Gas Power Generation Facility,Other - Other,-34.52,150.81
NSW1,Existing Plant,West Wyalong Solar Farm,Solar - Solar,-33.78942526,147.3191666
QLD1,Existing Plant,Western Downs Green Power Hub P/L,Solar - Solar,-26.97165954,150.6711367
NSW1,Existing Plant,"Western Suburbs Leagues Club - Campbelltown, NSW",Fossil,-34.05132566,150.8327019
NSW1,Existing Plant,White Rock Solar Farm,Solar - Solar,-29.76452439,151.5536248
NSW1,Existing Plant,White Rock Wind Farm - Stage 1,Wind - Wind,-29.76242817,151.5447342
QLD1,Existing Plant,Whitsunday Solar Farm,Solar - Solar,-20.49485165,147.7486161
QLD1,Existing Plant,Whitwood Road,Renewable Biomass or Waste,-27.62044919,152.8261871
NSW1,Existing Plant,Wilga Park Power Station A,Fossil,-30.36322713,149.6767685
NSW1,Existing Plant,Wilga Park Power Station B,Fossil,-30.36290069,149.6780508
VIC1,Existing Plant,William Hovel,Hydro - Water,-36.91362611,146.3920022
NSW1,Existing Plant,Williamsdale Solar Farm,Solar - Solar,-35.57,149.13
SA1,Existing Plant,Willogoleche Wind Farm,Wind - Wind,-33.44957585,138.7974442
QLD1,Existing Plant,Windy Hill,Wind - Wind,-17.59459525,145.5311516
SA1,Existing Plant,Wingfield 1,Renewable Biomass or Waste,-34.82949068,138.5471141
SA1,Existing Plant,Wingfield 2,Renewable Biomass or Waste,-34.8306821,138.5473153
VIC1,Existing Plant,Winton Solar Farm,Solar - Solar,-36.50319671,146.1223031
QLD1,Existing Plant,Wivenhoe,Hydro - Water,-27.37198336,152.6320084
VIC1,Existing Plant,Wollert,Renewable Biomass or Waste,-37.61,145.03
VIC1,Existing Plant,Wonthaggi Wind Farm,Wind - Wind,-38.60745276,145.5479825
NSW1,Existing Plant,Woodlawn Bioreactor Energy Generation,Other - Other,-35.05877766,149.5762472
NSW1,Existing Plant,Woodlawn Wind Farm,Wind - Wind,-35.09553093,149.5790047
QLD1,Existing Plant,Woolcock Centre,Solar - Solar,-19.27,146.79
TAS1,Existing Plant,Woolnorth Studland Bay / Bluff Point,Wind - Wind,-40.71886763,144.6869307
QLD1,Existing Plant,Woolooga Solar Farm,Solar - Solar,-26.08191347,152.4443043
NSW1,Existing Plant,Woy Woy Renewable Energy Facility,Renewable Biomass or Waste,-33.50410933,151.291117
NSW1,Existing Plant,Wyalong Solar Farm,Solar - Solar,-33.88720151,147.3173538
NSW1,Existing Plant,Wyangala A,Hydro - Water,-33.9804397,148.9471845
NSW1,Existing Plant,Wyangala B,Hydro - Water,-33.96807188,148.9468335
VIC1,Existing Plant,Wyndham Renewable Energy Facility,Renewable Biomass or Waste,-37.86,144.72
NSW1,Existing Plant,Wyong,Renewable Biomass or Waste,-33.24,151.43
VIC1,Existing Plant,Yallourn W,Fossil,-38.17729193,146.341797
VIC1,Existing Plant,Yaloak South Wind Farm,Wind - Wind,-37.71684051,144.2411717
SA1,Existing Plant,Yalumba Winery Solar system (Angaston),Solar - Solar,-34.51,139.06
VIC1,Existing Plant,Yambuk,Wind - Wind,-38.29922567,142.0269972
QLD1,Existing Plant,Yarranlea Solar Farm,Solar - Solar,-27.71208816,151.5268976
VIC1,Existing Plant,Yarrawonga,Hydro - Water,-36.00939249,145.9996011
QLD1,Existing Plant,Yarwun 1,Fossil,-23.83103444,151.1509536
VIC1,Existing Plant,Yatpool Solar Farm,Solar - Solar,-34.39672987,142.1734125
VIC1,Existing Plant,Yawong Wind Farm,Wind - Wind,-36.47102185,143.3617222
VIC1,Existing Plant,Yendon Wind Farm,Wind - Wind,-37.63037047,144.0218933
VIC1,Existing Plant,Zilzie Winery Solar System,Solar - Solar,-34.34,142.25
NT1,Existing Plant,Berrimah Power Station,Fossil,-12.426176,130.919476
NT1,Existing Plant,LMS Shoal Bay Landfill Power Station,Biogas,-12.389174,130.925408
NT1,Existing Plant,Tennant Creek Power Station,Natural Gas,-19.65493,134.175285
NT1,Existing Plant,Ron Goodin Power Station,Fossil,-23.709109,133.891175
NT1,Existing Plant,Owen Springs Power Station,Natural Gas,-23.863611,133.825487
NT1,Existing Plant,Brewer Power Station,Natural Gas,-23.881698,133.828143
NT1,Existing Plant,Yulara Power Station,Fossil,-25.232313,130.991181
NT1,Existing Plant,Pine Creek Power Station,Fossil,-13.78561,131.862362
NT1,Existing Plant,Katherine Power Station,Fossil,-14.458693,132.244506
NT1,Existing Plant,Weddell Power Station,Fossil,-12.577196,130.950226
NT1,Existing Plant,Channel Island Power Station,Natural Gas,-12.554993,130.866587
NT1,Existing Plant,Warrego Power Station,Natural Gas,-19.443393,133.823587
NT1,Existing Plant,Kings Canyon Power Station,Natural Gas,-24.25091959,131.5006498
NT1,Existing Plant,McArthur River Mine Power Station,Natural Gas,-16.43349825,136.0934595
NT1,Existing Plant,Yuendumu Power Station,Natural Gas,-22.24259062,131.7931457
NT1,Existing Plant,Lajamanu Power Station,Natural Gas,-18.32650367,130.6294897
NT1,Existing Plant,DoubleTree by Hilton Hotel Power Station,Natural Gas,-23.71496761,133.8794539
NT1,Existing Plant,Alice Springs Airport Power Station,Natural Gas,-23.79656983,133.8971208
NT1,Existing Plant,Uterne Solar Power Station,Solar - Solar,-23.76851739,133.8682102
NT1,Existing Plant,Hermannsburg Power Station,Solar - Solar,-23.93736458,132.7719282
WA1,Existing Plant,Walkaway Wind Farm,Wind - Wind,-28.89886115,114.8685124
WA1,Existing Plant,Esperance Wind Farm Nine Mile Beach,Wind - Wind,-33.89271,121.77778
WA1,Existing Plant,Emu Downs Wind Farm,Wind - Wind,-30.488062,115.337005
WA1,Existing Plant,Albany Wind Farm,Wind - Wind,-35.064147,117.797695
WA1,Existing Plant,Broome Power Station,Natural Gas,-17.981027,122.204602
WA1,Existing Plant,Burrup Peninsula (Karratha Gas Plant) Power Station,Natural Gas,-20.628649,116.782147
WA1,Existing Plant,Burrup Peninsula (Pluto Phase 1) Power Station,Natural Gas,-20.59368,116.78015
WA1,Existing Plant,Cockburn Power Station,Natural Gas,-32.200119,115.773679
WA1,Existing Plant,Collie (Bluewaters) Power Station,Coal,-33.331,116.229
WA1,Existing Plant,Dampier Power Station,Natural Gas,-20.647985,116.721904
WA1,Existing Plant,Esperance Power Station,Natural Gas,-33.8762,121.8998
WA1,Existing Plant,Geraldton Power Station,Natural Gas,-28.770107,114.648482
WA1,Existing Plant,Kalgoorlie Power Station (Parkeston),Natural Gas,-30.73781,121.506543
WA1,Existing Plant,Karratha Power Station,Natural Gas,-20.762567,116.837473
WA1,Existing Plant,Kwinana (Alcoa Refinery) Powerhouse,Natural Gas,-32.194635,115.779676
WA1,Existing Plant,Kwinana A Power Station,Coal,-32.1979529,115.7751616
WA1,Existing Plant,Kwinana C Power Station,Coal,-32.19922939,115.7747022
WA1,Existing Plant,Kwinana Cogeneration Power Station,Natural Gas,-32.222532,115.766121
WA1,Existing Plant,Kwinana Power Station (Gas Turbine),Natural Gas,-32.19700264,115.7759455
WA1,Existing Plant,Kwinana High Efficiency Gas Turbine Plant,Natural Gas,-32.19729543,115.7753864
WA1,Existing Plant,Kwinana Power Station (NewGen),Natural Gas,-32.20198,115.772821
WA1,Existing Plant,Kwinana Swift Power Station,Natural Gas,-32.22425833,115.7782769
WA1,Existing Plant,Neerabup Power Station,Natural Gas,-31.67125,115.802149
WA1,Existing Plant,Newman (Iron Ore Mine) Power Station,Natural Gas,-23.344275,119.708587
WA1,Existing Plant,Pinjar Power Station,Natural Gas,-31.55768135,115.8204111
WA1,Existing Plant,Pinjarra (Bauxite Mine & Alumina Refinery) Power Station,Natural Gas,-32.647303,115.946894
WA1,Existing Plant,Ravensthorpe Power Station,Fossil,-33.61,120.36
WA1,Existing Plant,Wagerup (Bauxite Mine & Alumina Refinery) Power Station,Natural Gas,-32.914495,115.916995
WA1,Existing Plant,Wagerup Power Station,Natural Gas,-32.916017,115.918647
WA1,Existing Plant,West Kalgoorlie Power Station,Fossil,-30.780635,121.423355
WA1,Existing Plant,Port Hedland Power Station,Natural Gas,-20.4283,118.5498
WA1,Existing Plant,Mount Magnet Power Station,Natural Gas,-28.08708434,117.832711
WA1,Existing Plant,Collie A Power Station,Coal,-33.342181,116.261165
WA1,Existing Plant,Kalgoorlie (Nickel Smelter) Power Station,Natural Gas,-30.873669,121.484188
WA1,Existing Plant,Kambalda Power Station,Natural Gas,-31.19193479,121.6740843
WA1,Existing Plant,Kemerton Power Station,Natural Gas,-33.16325,115.78054
WA1,Existing Plant,Leinster (Nickel Mine) Power Station,Natural Gas,-27.8141215,120.6989965
WA1,Existing Plant,Mount Keith (Nickel Mine) Power Station,Natural Gas,-27.214583,120.547979
WA1,Existing Plant,Muja C Power Station,Coal,-33.445811,116.306012
WA1,Existing Plant,Muja D Power Station,Coal,-33.44616,116.307213
WA1,Existing Plant,Mungarra Power Station,Natural Gas,-28.889322,115.117938
WA1,Existing Plant,Worsley Cogeneration Power Station,Natural Gas,-33.2365459,116.0637377
WA1,Existing Plant,Yurralyi Maya Power Station (Karratha Seven Mile),Natural Gas,-20.762,116.742
WA1,Existing Plant,Laverton (Granny Smith Gold Mine) Power Station,Fossil,-28.809649,122.415029
WA1,Existing Plant,Argyle Diamond Mine Power Station,Fossil,-16.716157,128.40308
WA1,Existing Plant,Christmas Creek (Iron Ore Mine) Power Station,Fossil,-22.399,119.732
WA1,Existing Plant,Jundee Gold Mine Power Station,Natural Gas,-26.371212,120.577613
WA1,Existing Plant,Leonora (Murrin Murrin Nickel Mine) Power Station,Natural Gas,-28.923754,121.32929
WA1,Existing Plant,Ord River Power Station,Water,-16.120132,128.738325
WA1,Existing Plant,Plutonic Gold Mine Power Station,Natural Gas,-25.311002,119.450757
WA1,Existing Plant,Sunrise Dam Power Station,Natural Gas,-29.09268344,122.4392845
WA1,Existing Plant,Wiluna (Gold Mine) Power Station,Natural Gas,-26.631568,120.251884
WA1,Existing Plant,Paraburdoo (Standby) Power Station,Natural Gas,-23.22195329,117.6150307
WA1,Existing Plant,Paraburdoo Power Station,Natural Gas,-23.223479,117.6134812
WA1,Existing Plant,Telfer Gold Mine Power Station,Natural Gas,-21.712911,122.209103
WA1,Existing Plant,Collgar Wind Farm,Wind - Wind,-31.50979034,118.4536204
WA1,Existing Plant,Grasmere Wind Farm (Albany stage II),Wind - Wind,-35.05065052,117.7637609
WA1,Existing Plant,Norseman Mine Power Station,Fossil,-32.1962648,121.7943338
WA1,Existing Plant,Darlot Gold Mine Power Station,Natural Gas,-27.89720716,121.2697661
WA1,Existing Plant,Windimurra Vanadium Mine Power Station,Natural Gas,-28.29331302,118.537147
WA1,Existing Plant,Rottnest Island Wind Turbine,Wind - Wind,-31.99375199,115.5289139
WA1,Existing Plant,Cloudbreak Power Station,Fossil,-22.32471027,119.404017
WA1,Existing Plant,Port Hedland (HBI) Power Station,Natural Gas,-20.37817896,118.5383743
WA1,Existing Plant,Noranda Power Station,Biogas,-31.8653894,115.8773271
WA1,Existing Plant,Red Hill Landfill Power Station,Biogas,-31.83165058,116.0992397
WA1,Existing Plant,Shenton Park WMRC Project Power Station,Biogas,-31.95766666,115.7924435
WA1,Existing Plant,Kalamunda Power Station,Fossil,-31.97677862,115.9987933
WA1,Existing Plant,Canning Vale Power Station,Biogas,-32.07389875,115.8914057
WA1,Existing Plant,Gosnells (Kelvin Road) Power Station,Biogas,-32.02275096,116.0128715
WA1,Existing Plant,Bremer Bay Wind Turbine,Wind - Wind,-34.39900715,119.3914814
WA1,Existing Plant,Bremer Bay Diesel Backup Power Station,Fossil,-34.40182818,119.3888043
WA1,Existing Plant,Coral Bay Wind Turbines,Wind - Wind,-23.15441917,113.7720668
WA1,Existing Plant,Coral Bay Diesel Backup Power Station,Fossil,-23.15214432,113.776179
WA1,Existing Plant,Denham Wind Turbines,Wind - Wind,-25.91152387,113.549311
WA1,Existing Plant,Denham Diesel Backup Power Station,Fossil,-25.91672484,113.5339545
WA1,Existing Plant,Woodman Point Power Station,Biogas,-32.14241986,115.771305
WA1,Existing Plant,Henderson Power Station,Biogas,-32.16502102,115.8008001
WA1,Existing Plant,Tamala Park Power Station,Biogas,-31.70778613,115.7266449
WA1,Existing Plant,Mandurah Power Station,Biogas,-32.50791827,115.7589572
WA1,Existing Plant,Rockingham Power Station,Biogas,-32.28632251,115.8153889
WA1,Existing Plant,South Cardup (Shale Road Landfill) Power Station,Biogas,-32.26643616,116.0193144
WA1,Existing Plant,Cue Power Station,Fossil,-27.42124775,117.8894843
WA1,Existing Plant,Sandstone Power Station,Fossil,-27.98526935,119.2949593
WA1,Existing Plant,Nullagine Solar Farm,Solar - Solar,-21.8795011,120.1117234
WA1,Existing Plant,Nullagine Diesel Backup Power Station,Fossil,-21.87944415,120.1128625
WA1,Existing Plant,Marble Bar Solar Farm,Solar - Solar,-21.16434463,119.7412
WA1,Existing Plant,Marble Bar Diesel Backup Power Station,Fossil,-21.16492293,119.7418515
WA1,Existing Plant,Derby Power Station,Natural Gas,-17.31414107,123.64415
WA1,Existing Plant,Fitzroy Crossing Power Station,Natural Gas,-18.19557505,125.5597112
WA1,Existing Plant,Halls Creek Power Station,Natural Gas,-18.23275148,127.661897
WA1,Existing Plant,Warmun Power Station,Fossil,-17.0258835,128.2113196
WA1,Existing Plant,Kununurra Power Station,Fossil,-15.77955678,128.739462
WA1,Existing Plant,Laverton Power Station,Fossil,-28.62162366,122.396468
WA1,Existing Plant,Exmouth Power Station,Natural Gas,-21.94645795,114.1249981
WA1,Existing Plant,Kalumburu Power Station,Fossil,-14.29385553,126.6439552
WA1,Existing Plant,Ardyaloon Power Station,Fossil,-16.44441722,123.0413738
WA1,Existing Plant,Djarindjin Power Station,Fossil,-16.51990769,122.9035895
WA1,Existing Plant,Beagle Bay Power Station,Fossil,-16.99390006,122.6585086
WA1,Existing Plant,Bidyadanga Power Station,Fossil,-18.68162717,121.7847809
WA1,Existing Plant,Gascoyne Junction Power Station,Fossil,-25.05569376,115.2082892
WA1,Existing Plant,Wiluna Power Station,Fossil,-26.59215989,120.2185089
WA1,Existing Plant,Yalgoo Power Station,Fossil,-28.33753663,116.6834916
WA1,Existing Plant,Carnarvon Power Station,Natural Gas,-24.86915968,113.6753754
