Region,Asset Type,Site Name,Fuel Type,latitude,longitude
WA1,Existing Plant,Mungullah Power Station,Natural Gas,-24.89105146,113.7095328
WA1,Existing Plant,Exmouth Advanced Mini Wind Farm,Wind - Wind,-21.8126315,114.1335056
WA1,Existing Plant,Worsley Power Station,Coal,-33.23549327,116.0687975
WA1,Existing Plant,Kalbarri PV System,Solar - Solar,-27.71161901,114.1636415
WA1,Existing Plant,Esperance Wind Farm Ten Mile Lagoon,Wind - Wind,-33.88016906,121.7690389
WA1,Existing Plant,Muja B Power Station,Coal,-33.44680683,116.3087195
WA1,Existing Plant,Muja A Power Station,Coal,-33.44667107,116.3081086
WA1,Existing Plant,Kalbarri Wind Farm,Wind - Wind,-27.89830292,114.1946951
WA1,Existing Plant,Wodgina Power Station,Natural Gas,-21.17388339,118.674721
WA1,Existing Plant,Savannah Nickel Mine Power Station,Fossil,-17.36309536,128.0330764
WA1,Existing Plant,Meekatharra Power Station,Fossil,-26.59517155,118.483022
WA1,Existing Plant,Leonora Power Station,Natural Gas,-28.88107638,121.3212747
WA1,Existing Plant,Menzies Power Station,Fossil,-29.6906019,121.0251779
WA1,Existing Plant,Onslow Power Station,Natural Gas,-21.65822155,115.0990248
WA1,Existing Plant,Hopetoun Diesel Backup Power Station,Fossil,-33.90504892,120.129934
WA1,Existing Plant,Hopetoun Wind Turbines,Wind - Wind,-33.90776359,120.1296812
WA1,Existing Plant,Camballin Power Station,Natural Gas,-18.02775749,124.1620851
WA1,Existing Plant,Cawse Nickel Mine Power Station,Natural Gas,-30.38080581,121.1634809
WA1,Existing Plant,Perth Zoo Solar Power System,Solar - Solar,-31.97666278,115.8547801
WA1,Existing Plant,Carnarvon Solar Farm,Solar - Solar,-24.89702912,113.6741161
WA1,Existing Plant,Narrogin Bioenergy Plant,Biomass,-32.95211795,117.191581
WA1,Existing Plant,Merredin Power Station,Natural Gas,-31.54231385,118.2269979
WA1,Existing Plant,West Angeles Mine Power Station,Natural Gas,-23.15464855,118.7245217
WA1,Existing Plant,Cape Preston,Natural Gas,-21.07670614,116.1590157
WA1,Existing Plant,Solomon Iron Ore Mine,Natural GAs,-22.15813879,117.9848638
WA1,Existing Plant,Cape Lambert Power Station,Natural Gas,-20.64877064,117.1407313
WA1,Existing Plant,Greenough River Solar Farm,Solar - Solar,-28.90431806,115.1119375
WA1,Existing Plant,Mumbida Wind Farm,Wind - Wind,-28.83930919,114.7350949
WA1,Existing Plant,Denmark Wind Farm,Wind - Wind,-35.0363,117.3202
WA1,Existing Plant,Flat Rocks Wind Farm,Wind - Wind,-33.9926696,117.3542914
WA1,Existing Plant,Manjimup Bioenergy Plant,Biomass,-34.2432496,116.1454595
WA1,Existing Plant,Mirrabooka Biogas Plant,Biogas,-31.856588,115.8677283
WA1,Existing Plant,Mount Barker Wind Farm,Wind - Wind,-35.0731986,138.8575836
WA1,Existing Plant,Northam Solar Farm,Solar - Solar,-31.6539634,116.6619872
WA1,Existing Plant,Picton Power Station,Distillate,-34.1645,150.6106
WA1,Existing Plant,Pinjara Power Station,Natural Gas,-32.6462926,115.9464342
WA1,Existing Plant,Tamala Park Biogas Plant,Biogas,-31.704321,115.7349162
WA1,Existing Plant,West Hills Wind Farm,Wind - Wind,-30.8705625,115.3910781
WA1,Existing Plant,Yandin Wind Farm,Wind - Wind,-30.7682763,115.6429709
NSW1,Existing Plant,Bayswater (BW01),Fossil,-32.39284666,150.9490013
NSW1,Existing Plant,Eraring (ER01),Fossil,-33.05998167,151.5196621
QLD1,Existing Plant,Tarong North (TNPS1),Fossil,-26.77578314,151.913753
QLD1,Existing Plant,Tarong (TARONG#1),Fossil,-26.78312065,151.916138
NSW1,Existing Plant,Vales Point B (VP5),Fossil,-33.1617108,151.5410009
QLD1,Existing Plant,Stanwell (STAN-1),Fossil,-23.50784748,150.3206658
QLD1,Existing Plant,Gladstone (GSTONE1),Fossil,-23.84857519,151.2185978
QLD1,Existing Plant,Callide B (CALL_B_1),Fossil,-24.3491746,150.6183193
QLD1,Existing Plant,Callide C (CPP_3),Fossil,-24.34458376,150.6205991
QLD1,Existing Plant,Callide C (CPP_4),Fossil,-24.34314376,150.6221791
QLD1,Existing Plant,Gladstone (GSTONE4),Fossil,-23.84713519,151.2201778
QLD1,Existing Plant,Gladstone (GSTONE5),Fossil,-23.85001519,151.2170178
QLD1,Existing Plant,Stanwell (STAN-2),Fossil,-23.50784248,150.3206608
VIC1,Existing Plant,Loy Yang B (LOYYB2),Fossil,-38.26144,146.57817
VIC1,Existing Plant,Loy Yang A Power Station (LYA2),Fossil,-38.24856,146.58183
VIC1,Existing Plant,Loy Yang A Power Station (LYA4),Fossil,-38.25144,146.57817
VIC1,Existing Plant,Loy Yang A Power Station (LYA3),Fossil,-38.24856,146.57817
VIC1,Existing Plant,Yallourn W (YWPS3),Fossil,-38.17585193,146.343627
VIC1,Existing Plant,Yallourn W (YWPS2),Fossil,-38.17873193,146.343627
VIC1,Existing Plant,Yallourn W (YWPS1),Fossil,-38.17729193,146.341797
VIC1,Existing Plant,Yallourn W (YWPS4),Fossil,-38.17585193,146.339967
SA1,Existing Plant,Pelican Point (PPCCGT),Fossil,-34.7647301,138.5051898
SA1,Existing Plant,Barker Inlet Power Station (BARKIPS1),Fossil,-34.80423725,138.5248421
QLD1,Existing Plant,Yarwun 1 (YARWUN_1),Fossil,-23.83103444,151.1509536
SA1,Existing Plant,Torrens Island B (TORRB4),Fossil,-34.80697301,138.5250471
SA1,Existing Plant,Hallett GT (AGLHAL),Fossil,-33.35202326,138.7534505
QLD1,Existing Plant,German Creek (GERMCRK),Fossil,-22.91067695,148.5638788
QLD1,Existing Plant,Moranbah North (MBAHNTH),Fossil,-21.88193312,147.9579639
QLD1,Existing Plant,Braemar 2 Power Station (BRAEMAR5),Fossil,-27.11127729,150.9070184
NSW1,Existing Plant,Smithfield Energy Facility (SITHE01),Fossil,-33.84867571,150.9471752
QLD1,Existing Plant,Braemar 2 Power Station (BRAEMAR7),Fossil,-27.11271729,150.9070184
SA1,Existing Plant,Ladbroke Grove (LADBROK2),Fossil,-37.459995,140.779995
SA1,Existing Plant,Bolivar Power Station (BOLIVPS1),Fossil,-34.77562676,138.5797571
VIC1,Existing Plant,Somerton (AGLSOM),Fossil,-37.63165796,144.9530284
QLD1,Existing Plant,Barcaldine Power Station (BARCALDN),Fossil,-23.55241171,145.3145086
TAS1,Existing Plant,Bell Bay Three (BBTHREE1),Fossil,-41.1399398,146.9056284
TAS1,Existing Plant,Bell Bay Three (BBTHREE2),Fossil,-41.1384998,146.9074584
TAS1,Existing Plant,Bell Bay Three (BBTHREE3),Fossil,-41.1413798,146.9037984
QLD1,Existing Plant,Braemar (BRAEMAR1),Fossil,-27.11127729,150.9051884
QLD1,Existing Plant,Braemar (BRAEMAR2),Fossil,-27.10983729,150.9070184
QLD1,Existing Plant,Braemar (BRAEMAR3),Fossil,-27.11271729,150.9033584
QLD1,Existing Plant,Braemar (BRAEMAR6),Fossil,-27.10983729,150.9033584
NSW1,Existing Plant,Colongra (CG1),Fossil,-33.20963176,151.544018
NSW1,Existing Plant,Colongra (CG2),Fossil,-33.20819176,151.545848
NSW1,Existing Plant,Colongra (CG3),Fossil,-33.21107176,151.542188
NSW1,Existing Plant,Colongra (CG4),Fossil,-33.20819176,151.542188
QLD1,Existing Plant,Condamine A (CPSA),Fossil,-26.66909265,150.2691519
QLD1,Existing Plant,Darling Downs (DDPS1),Fossil,-27.11605404,150.8947828
SA1,Existing Plant,Dry Creek GT (DRYCGT1),Fossil,-34.84745744,138.581723
SA1,Existing Plant,Dry Creek GT (DRYCGT2),Fossil,-34.84601744,138.583553
SA1,Existing Plant,Dry Creek GT (DRYCGT3),Fossil,-34.84889744,138.579893
VIC1,Existing Plant,Jeeralang A (JLA02),Fossil,-38.27856,146.43183
VIC1,Existing Plant,Jeeralang A (JLA03),Fossil,-38.28144,146.42817
VIC1,Existing Plant,Jeeralang A (JLA04),Fossil,-38.27856,146.42817
VIC1,Existing Plant,Jeeralang B (JLB01),Fossil,-38.28144,146.43183
VIC1,Existing Plant,Jeeralang B (JLB02),Fossil,-38.27856,146.43
VIC1,Existing Plant,Jeeralang B (JLB03),Fossil,-38.28,146.43183
VIC1,Existing Plant,Laverton North (LNGS1),Fossil,-37.83,144.78
VIC1,Existing Plant,Laverton North (LNGS2),Fossil,-37.82856,144.78183
QLD1,Existing Plant,Oakey Power Station (OAKEY1),Fossil,-27.41877712,151.6804464
QLD1,Existing Plant,Oakey Power Station (OAKEY2),Fossil,-27.41733712,151.6822764
QLD1,Existing Plant,Roma (ROMA_7),Fossil,-26.57713348,148.8402477
NSW1,Existing Plant,Tallawarra (TALWA1),Fossil,-34.52466429,150.8068029
SA1,Existing Plant,Torrens Island B (TORRB1),Fossil,-34.80841301,138.5232171
TAS1,Existing Plant,Tamar Valley Combined Cycle (TVCC201),Fossil,-41.13993712,146.9059329
TAS1,Existing Plant,Tamar Valley Peaking (TVPP104),Fossil,-41.1407491,146.9055204
NSW1,Existing Plant,Uranquinty (URANQ11),Fossil,-35.17945712,147.2167561
VIC1,Existing Plant,Valley Power (VPGS1),Fossil,-38.25316765,146.5895104
VIC1,Existing Plant,Bairnsdale (BDL01),Fossil,-37.84288705,147.5640478
QLD1,Existing Plant,Swanbank E GT (SWAN_E),Fossil,-27.6553873,152.8183816
TAS1,Existing Plant,Gordon (GORDON),Hydro - Water,-42.74045168,145.9828546
TAS1,Existing Plant,Tungatinah (TUNGATIN),Hydro - Water,-42.2967801,146.456684
TAS1,Existing Plant,Catagunya / Liapootah / Wayatinah (LI_WY_CA),Hydro - Water,-42.45214529,146.5976307
TAS1,Existing Plant,Trevallyn (TREVALLN),Hydro - Water,-41.42249971,147.1117237
TAS1,Existing Plant,Cethana (CETHANA),Hydro - Water,-41.48017149,146.1339355
TAS1,Existing Plant,Tribute (TRIBUTE),Hydro - Water,-41.81606813,145.6497247
TAS1,Existing Plant,Devils Gate (DEVILS_G),Hydro - Water,-41.35002115,146.2648198
TAS1,Existing Plant,Paloona (PALOONA),Hydro - Water,-41.28284675,146.2487099
QLD1,Existing Plant,Kareeya (KAREEYA1),Hydro - Water,-17.77,145.58
TAS1,Existing Plant,Tarraleah (TARRALEA),Hydro - Water,-42.30077856,146.4576287
TAS1,Existing Plant,Repulse (REPULSE),Hydro - Water,-42.5001692,146.640184
VIC1,Existing Plant,Clover (CLOVER),Hydro - Water,-36.78532716,147.2204662
TAS1,Existing Plant,Cluny (CLUNY),Hydro - Water,-42.50742332,146.6464579
VIC1,Existing Plant,Rubicon Mountain Streams (RUBICON),Hydro - Water,-37.32715567,145.8606089
VIC1,Existing Plant,Bogong / Mackay (MCKAY1),Hydro - Water,-36.85874553,147.234327
QLD1,Existing Plant,Barron Gorge (BARRON-1),Hydro - Water,-16.85120879,145.6469204
TAS1,Existing Plant,Bastyan (BASTYAN),Hydro - Water,-41.73616838,145.5321854
NSW1,Existing Plant,Blowering (BLOWERNG),Hydro - Water,-35.39872187,148.2464095
VIC1,Existing Plant,Dartmouth (DARTM1),Hydro - Water,-36.5563444,147.5203881
VIC1,Existing Plant,Eildon (EILDON1),Hydro - Water,-37.22167509,145.9209582
TAS1,Existing Plant,Fisher (FISHER),Hydro - Water,-41.67324433,146.2686905
NSW1,Existing Plant,Guthega (GUTHEGA),Hydro - Water,-36.34999609,148.4136147
NSW1,Existing Plant,Hume Dam NSW (HUMENSW),Hydro - Water,-36.10548318,147.0329251
VIC1,Existing Plant,Hume Dam VIC (HUMEV),Hydro - Water,-36.10800347,147.0295064
TAS1,Existing Plant,John Butters (JBUTTERS),Hydro - Water,-42.15,145.53
VIC1,Existing Plant,Murray 1 (MURRAY),Hydro - Water,-36.25,149.14
TAS1,Existing Plant,Poatina (POAT110),Hydro - Water,-41.80602863,146.9254912
TAS1,Existing Plant,Reece (REECE1),Hydro - Water,-41.72450807,145.1347793
NSW1,Existing Plant,Shoalhaven (SHGEN),Hydro - Water,-34.73390783,150.4672415
NSW1,Existing Plant,Tumut 3 (TUMUT3),Hydro - Water,-35.61120161,148.2917139
NSW1,Existing Plant,Upper Tumut (UPPTUMUT),Hydro - Water,-35.90996237,148.3865379
QLD1,Existing Plant,Wivenhoe (W/HOE#1),Hydro - Water,-27.37198336,152.6320084
VIC1,Existing Plant,West Kiewa (WKIEWA1),Hydro - Water,-36.75992195,147.1854099
TAS1,Existing Plant,Rowallan (ROWALLAN),Hydro - Water,-41.72957526,146.2173147
NSW1,Existing Plant,Rye Park Wind Farm (RYEPARK1),Wind - Wind,-34.63333311,148.9535878
QLD1,Existing Plant,Coopers Gap Wind Farm (COOPGWF1),Wind - Wind,-26.74813071,151.4593469
VIC1,Existing Plant,Stockyard Hill Wind Farm (STOCKYD1),Wind - Wind,-37.55212928,143.3085761
NSW1,Existing Plant,Collector (COLWF01),Wind - Wind,-34.84060037,149.383936
NSW1,Existing Plant,White Rock Wind Farm - Stage 1 (WRWF1),Wind - Wind,-29.76242817,151.5447342
NSW1,Existing Plant,Gullen Range Wind Farm (GULLRWF1),Wind - Wind,-34.61465682,149.4630453
NSW1,Existing Plant,Capital Wind Farm (CAPTL_WF),Wind - Wind,-35.18781331,149.5240636
VIC1,Existing Plant,Waubra (WAUBRAWF),Wind - Wind,-37.39496265,143.6386252
VIC1,Existing Plant,Moorabool Wind Farm (MOORAWF1),Wind - Wind,-37.73954934,144.1718192
NSW1,Existing Plant,Taralga Wind Farm (TARALGA1),Wind - Wind,-34.42308252,149.8284795
VIC1,Existing Plant,Bald Hills Wind Farm (BALDHWF1),Wind - Wind,-38.74768802,145.9502859
NSW1,Existing Plant,Gullen Range Wind Farm 2 (GULLRWF2),Wind - Wind,-34.61514649,149.4598378
NSW1,Existing Plant,Bango 973 Wind Farm (BANGOWF1),Wind - Wind,-34.55759049,148.7964384
NSW1,Existing Plant,Bango 999 Wind Farm (BANGOWF2),Wind - Wind,-34.55615049,148.7982684
QLD1,Existing Plant,Mount Emerald (MEWF1),Wind - Wind,-36.42688042,142.2929256
VIC1,Existing Plant,Murra Warra Wind Farm - stage 1 (MUWAWF1),Wind - Wind,-36.42295572,142.3022276
VIC1,Existing Plant,Murra Warra Wind Farm - stage 2 (MUWAWF2),Wind - Wind,-36.42151572,142.3040576
VIC1,Existing Plant,Bulgana Green Power Hub - Wind Farm (BULGANA1),Wind - Wind,-37.05198837,142.9831795
QLD1,Existing Plant,Dulacca Wind Farm (DULAWF1),Wind - Wind,-26.62976365,149.86894
VIC1,Existing Plant,Mortlake South Wind Farm (MRTLSWF1),Wind - Wind,-38.12771276,142.857066
TAS1,Existing Plant,Woolnorth Studland Bay / Bluff Point (WOOLNTH1),Wind - Wind,-40.71886763,144.6869307
VIC1,Existing Plant,Ararat Wind Farm (ARWF1),Wind - Wind,-37.26276539,143.078424
NSW1,Existing Plant,Bodangora Wind Farm (BODWF1),Wind - Wind,-32.40689277,149.04133
QLD1,Existing Plant,Kaban Wind Farm (KABANWF1),Wind - Wind,-17.56043426,145.4132563
VIC1,Existing Plant,Portland Wind Farm (PORTWF),Wind - Wind,-38.37460527,141.378713
VIC1,Existing Plant,Yendon Wind Farm (YENDWF1),Wind - Wind,-37.63037047,144.0218933
NSW1,Existing Plant,Woodlawn Wind Farm (WOODLWN1),Wind - Wind,-35.09553093,149.5790047
NSW1,Existing Plant,Gunning Wind Farm (GUNNING1),Wind - Wind,-34.69704654,149.3845838
VIC1,Existing Plant,Mt Mercer Wind Farm (MERCER01),Wind - Wind,-37.83185593,143.8887234
NSW1,Existing Plant,Silverton Wind Farm (STWF1),Wind - Wind,-31.86094517,141.2963042
TAS1,Existing Plant,Cattle Hill Wind Farm (CTHLWF1),Wind - Wind,-42.15842429,146.7127454
VIC1,Existing Plant,Dundonnell Wind Farm (DUNDWF1),Wind - Wind,-37.86517036,142.9683485
VIC1,Existing Plant,Cherry Tree Wind Farm (CHYTWF1),Wind - Wind,-37.10036482,145.2675024
SA1,Existing Plant,Lake Bonney 2 Wind Farm (LKBONNY2),Wind - Wind,-37.7301708,140.3807653
NSW1,Existing Plant,Cullerin Range Wind Farm (CULLRGWF),Wind - Wind,-34.81807622,149.3991615
TAS1,Existing Plant,Granville Harbour Wind Farm (GRANWF1),Wind - Wind,-41.78661058,145.047441
VIC1,Existing Plant,Berrybank Wind Farm (BRYB1WF1),Wind - Wind,-37.98284158,143.4752707
VIC1,Existing Plant,Elaine Wind Farm (ELAINWF1),Wind - Wind,-37.73295302,144.0115798
TAS1,Existing Plant,Musselroe Wind Farm (MUSSELR1),Wind - Wind,-40.7804692,148.0100807
VIC1,Existing Plant,Yambuk (YAMBUKWF),Wind - Wind,-38.29922567,142.0269972
VIC1,Existing Plant,Salt Creek Wind Farm (SALTCRK1),Wind - Wind,-37.91874021,142.7960263
SA1,Existing Plant,Lake Bonney 1 Wind Farm (LKBONNY1),Wind - Wind,-37.78704094,140.4068008
VIC1,Existing Plant,Oaklands Hill Wind Farm (OAKLAND1),Wind - Wind,-37.68160184,142.5522734
QLD1,Existing Plant,Kennedy Energy Park - Phase 1 - Wind (KEPWF1),Wind - Wind,-20.92900912,144.3802926
VIC1,Existing Plant,Crowlands Wind Farm (CROWLWF1),Wind - Wind,-37.12641385,143.1559722
SA1,Existing Plant,Canunda (CNUNDAWF),Wind - Wind,-37.81058374,140.418702
SA1,Existing Plant,Lake Bonney 3 Wind Farm (LKBONNY3),Wind - Wind,-37.74140007,140.3948821
VIC1,Existing Plant,Kiata Wind Farm (KIATAWF1),Wind - Wind,-36.39770452,141.7468573
SA1,Existing Plant,Hornsdale Wind Farm Stage 1 (HDWF1),Wind - Wind,-33.05308502,138.548554
VIC1,Existing Plant,Mortons Lane Wind Farm (MLWF1),Wind - Wind,-37.83527863,142.4662926
SA1,Existing Plant,Hornsdale Wind Farm Stage 3 (HDWF3),Wind - Wind,-33.05164502,138.550384
SA1,Existing Plant,Cathedral Rocks (CATHROCK),Wind - Wind,-34.86503297,135.593156
SA1,Existing Plant,Hornsdale Wind Farm Stage 2 (HDWF2),Wind - Wind,-33.05452502,138.546724
SA1,Existing Plant,Snowtown S2 Wind Farm (SNOWNTH1),Wind - Wind,-33.83047922,138.1185346
SA1,Existing Plant,Starfish Hill (STARHLWF),Wind - Wind,-35.5777894,138.1297433
SA1,Existing Plant,Hallett 5 The Bluff WF (BLUFF1),Wind - Wind,-33.36456337,138.8054598
SA1,Existing Plant,Clements Gap Wind Farm (CLEMGPWF),Wind - Wind,-33.48094919,138.0988321
NSW1,Existing Plant,Crookwell 2 Wind Farm (CROOKWF2),Wind - Wind,-34.54411927,149.5867015
NSW1,Existing Plant,Crudine Ridge Wind Farm (CRURWF1),Wind - Wind,-32.89947153,149.6483843
SA1,Existing Plant,Hallett Stage 1 Brown Hill (HALLWF1),Wind - Wind,-33.40804338,138.7262177
SA1,Existing Plant,Hallett Stage 2 Hallett Hill (HALLWF2),Wind - Wind,-33.55232031,138.8620082
SA1,Existing Plant,Lincoln Gap Wind Farm - stage 1 (LGAPWF1),Wind - Wind,-32.58805069,137.5559767
SA1,Existing Plant,Lincoln Gap Wind Farm - Stage 2 (LGAPWF2),Wind - Wind,-32.58834321,137.5736632
SA1,Existing Plant,Mt Millar Wind Farm (MTMILLAR),Wind - Wind,-33.62,136.7
SA1,Existing Plant,Hallett 4 North Brown Hill (NBHWF1),Wind - Wind,-33.30186004,138.7068903
SA1,Existing Plant,Port Augusta Renewable Energy Park - Wind (PAREPW1),Wind - Wind,-32.57813703,137.8625855
SA1,Existing Plant,Snowtown Wind Farm (SNOWTWN1),Wind - Wind,-33.71267576,138.1331813
SA1,Existing Plant,Waterloo Wind Farm (WATERLWF),Wind - Wind,-34.00161354,138.9107764
SA1,Existing Plant,Willogoleche Wind Farm (WGWF1),Wind - Wind,-33.44957585,138.7974442
SA1,Existing Plant,Wattle Point (WPWF),Wind - Wind,-35.1144462,137.7218572
QLD1,Existing Plant,Western Downs Green Power Hub P/L (WDGPH1),Solar - Solar,-26.97165954,150.6711367
NSW1,Existing Plant,Darlington Point Solar Farm (DARLSF1),Solar - Solar,-34.647962,146.0585378
NSW1,Existing Plant,Sunraysia Solar Farm (SUNRSF1),Solar - Solar,-34.79364568,143.5136651
QLD1,Existing Plant,Columboola Solar Farm (COLUMSF1),Solar - Solar,-26.63549943,150.2991827
QLD1,Existing Plant,Edenvale Solar Park (EDENVSF1),Solar - Solar,-26.93045229,150.5821221
QLD1,Existing Plant,Bluegrass Solar Farm (BLUEGSF1),Solar - Solar,-26.68449117,150.5069519
NSW1,Existing Plant,Avonlie Solar Farm (AVLSF1),Solar - Solar,-34.91984708,146.6097561
NSW1,Existing Plant,Suntop Solar Farm (SUNTPSF1),Solar - Solar,-32.57980465,148.8313343
QLD1,Existing Plant,Wandoan South Solar Stage 1 (WANDSF1),Solar - Solar,-26.25726549,149.7756574
NSW1,Existing Plant,Coleambally Solar Farm (COLEASF1),Solar - Solar,-34.76143376,145.9244437
NSW1,Existing Plant,Gunnedah Solar Farm (GNNDHSF1),Solar - Solar,-30.9416777,150.3492876
SA1,Existing Plant,Bungala Two Solar Farm (BNGSF2),Solar - Solar,-32.40760538,137.8418163
NSW1,Existing Plant,Wellington Solar Farm (WELLSF1),Solar - Solar,-32.51380499,148.9611779
SA1,Existing Plant,Bungala One Solar Farm (BNGSF1),Solar - Solar,-32.42286102,137.8415641
NSW1,Existing Plant,Finley Solar Farm (FINLYSF1),Solar - Solar,-35.64432165,145.5080041
NSW1,Existing Plant,Nyngan Solar Plant (NYNGAN1),Solar - Solar,-31.5567806,147.0838117
QLD1,Existing Plant,Darling Downs Solar Farm (DDSF1),Solar - Solar,-27.11458502,150.8762272
NSW1,Existing Plant,Hillston Sun Farm (HILLSTN1),Solar - Solar,-33.51940947,145.5230579
VIC1,Existing Plant,Numurkah Solar Farm (NUMURSF1),Solar - Solar,-36.15904684,145.4733256
NSW1,Existing Plant,West Wyalong Solar Farm (WSTWYSF1),Solar - Solar,-33.78942526,147.3191666
VIC1,Existing Plant,Glenrowan West Solar Farm (GLRWNSF1),Solar - Solar,-36.48852221,146.1536122
VIC1,Existing Plant,Karadoc Solar Farm (KARSF1),Solar - Solar,-34.41186231,142.2522743
QLD1,Existing Plant,Daydream Solar Farm (DAYDSF1),Solar - Solar,-20.48554277,147.7707843
SA1,Existing Plant,Tailem Bend Stage 2 Solar Project (TB2SF1),Solar - Solar,-35.27606506,139.4899255
SA1,Existing Plant,Tailem Bend - Solar (TBSF1),Solar - Solar,-35.26572197,139.4800536
NSW1,Existing Plant,Nevertire Solar Farm (NEVERSF1),Solar - Solar,-31.82249713,147.7035751
NSW1,Existing Plant,Beryl Solar Farm (BERYLSF1),Solar - Solar,-32.35750525,149.4680333
QLD1,Existing Plant,Ross River Solar Farm (RRSF1),Solar - Solar,-19.41451041,146.7205932
SA1,Existing Plant,Port Augusta Renewable Energy Park - Solar (PAREPS1),Solar - Solar,-32.56236871,137.8634221
VIC1,Existing Plant,Yatpool Solar Farm (YATSF1),Solar - Solar,-34.39672987,142.1734125
QLD1,Existing Plant,Yarranlea Solar Farm (YARANSF1),Solar - Solar,-27.71208816,151.5268976
NSW1,Existing Plant,Wyalong Solar Farm (WYASF1),Solar - Solar,-33.88720151,147.3173538
NSW1,Existing Plant,Moree Solar Farm (MOREESF1),Solar - Solar,-29.56941435,149.8673629
VIC1,Existing Plant,Wemen Solar Farm (WEMENSF1),Solar - Solar,-34.79449428,142.537815
VIC1,Existing Plant,Bannerton Solar Park (BANN1),Solar - Solar,-34.6911712,142.7666241
QLD1,Existing Plant,Oakey 2 Solar Farm (OAKEY2SF),Solar - Solar,-27.41453873,151.6577656
QLD1,Existing Plant,Sun Metals Corporation Solar Farm (SMCSF1),Solar - Solar,-19.33130621,146.8922697
NSW1,Existing Plant,Broken Hill Solar Plant (BROKENH1),Solar - Solar,-31.98757869,141.3928878
VIC1,Existing Plant,Gannawarra Solar Farm (GANNSF1),Solar - Solar,-35.72863766,143.7832116
QLD1,Existing Plant,Whitsunday Solar Farm (WHITSF1),Solar - Solar,-20.49485165,147.7486161
NSW1,Existing Plant,Parkes Solar Farm (PARSF1),Solar - Solar,-33.11371997,148.0762933
QLD1,Existing Plant,Clare Solar Farm (CLARESF1),Solar - Solar,-19.84103824,147.2058626
NSW1,Existing Plant,Limondale Solar Farm 2 (LIMOSF21),Solar - Solar,-34.76585818,143.4929813
NSW1,Existing Plant,Jemalong Solar (JEMALNG1),Solar - Solar,-33.38843867,147.6684282
QLD1,Existing Plant,Hayman Solar Farm (HAYMSF1),Solar - Solar,-20.48406789,147.7472193
QLD1,Existing Plant,Gangarri Solar Farm (GANGARR1),Solar - Solar,-26.25745264,149.7621023
NSW1,Existing Plant,Goonumbla Solar Farm (GOONSF1),Solar - Solar,-33.10569763,148.1039521
NSW1,Existing Plant,Corowa Solar Farm (CRWASF1),Solar - Solar,-35.97888043,146.3589812
NSW1,Existing Plant,Griffith Solar Farm (GRIFSF1),Solar - Solar,-34.31753287,146.1193378
QLD1,Existing Plant,Warwick Solar Farm (WARWSF1),Solar - Solar,-28.18414751,152.0715164
QLD1,Existing Plant,Rugby Run Solar Farm (RUGBYR1),Solar - Solar,-22.14257185,147.9290066
QLD1,Existing Plant,Hamilton Solar Farm (HAMISF1),Solar - Solar,-20.51053519,147.756966
VIC1,Existing Plant,Winton Solar Farm (WINTSF1),Solar - Solar,-36.50319671,146.1223031
NSW1,Existing Plant,Wagga North Solar Farm (WAGGNSF1),Solar - Solar,-35.06810097,147.4352355
QLD1,Existing Plant,Moura Solar Farm (MOUSF1),Solar - Solar,-24.5138797,150.0868432
NSW1,Existing Plant,Molong Solar Farm (MOLNGSF1),Solar - Solar,-33.08985971,148.9115222
NSW1,Existing Plant,Royalla Solar Farm (ROYALLA1),Solar - Solar,-35.48978639,149.1427618
QLD1,Existing Plant,Clermont Solar Farm (CLERMSF1),Solar - Solar,-22.83941206,147.5810409
QLD1,Existing Plant,Collinsville PV (CSPVPS1),Solar - Solar,-20.54596587,147.8103027
NSW1,Existing Plant,Bomen Solar Farm (BOMENSF1),Solar - Solar,-35.05171091,147.4397787
QLD1,Existing Plant,Longreach Solar Farm (LRSF1),Solar - Solar,-23.44599611,144.3591011
QLD1,Existing Plant,Susan River Solar Farm (SRSF1),Solar - Solar,-25.42013222,152.7421925
QLD1,Existing Plant,Maryrorough Solar Farm (MARYRSF1),Solar - Solar,-27.70280621,151.5412736
QLD1,Existing Plant,Emerald Solar Park (EMERASF1),Solar - Solar,-23.50814685,148.1277771
QLD1,Existing Plant,Lilyvale Solar Farm (LILYSF1),Solar - Solar,-23.08451484,148.4282162
NSW1,Existing Plant,Junee Solar Farm (JUNEESF1),Solar - Solar,-34.81457055,147.5718603
NSW1,Existing Plant,White Rock Solar Farm (WRSF1),Solar - Solar,-29.76452439,151.5536248
QLD1,Existing Plant,Barcaldine Remote Community Solar Farm (BARCSF1),Solar - Solar,-23.54665407,145.3189743
QLD1,Existing Plant,Hughenden Sun Farm (HUGSF1),Solar - Solar,-20.85493764,144.1864219
SA1,Existing Plant,Mannum Adelaide Pumping Station No 2 - MAPL2 (Palmer) (MAPS2PV1),Solar - Solar,-34.91639405,139.2658612
QLD1,Existing Plant,Kennedy Energy Park - Phase 1 - Solar (KEPSF1),Solar - Solar,-20.87522418,144.421038
SA1,Existing Plant,Mannum Adelaide Pumping Station No 3 - MAPL3 (Tungkillo) (MAPS3PV1),Solar - Solar,-34.88312843,139.0526123
QLD1,Existing Plant,Middlemount Solar Farm (MIDDLSF1),Solar - Solar,-22.82287596,148.7180611
NSW1,Existing Plant,Gullen Range Solar Farm (GULLRSF1),Solar - Solar,-34.6097438,149.4757223
